date,serial_number,model,capacity_bytes,failure,read-error-rate-normal,read-error-rate-raw,throughput-performance-normal,throughput-performance-raw,spin-up-time-normal,spin-up-time-raw,start/stop-count-normal,start/stop-count-raw,reallocated-sectors-count-normal,reallocated-sectors-count-raw,seek-error-rate-normal,seek-error-rate-raw,seek-time-performance-normal,seek-time-performance-raw,power-on-hours-normal,power-on-hours-raw,spin-retry-count-normal,spin-retry-count-raw,recalibration-retries-normal,recalibration-retries-raw,power-cycle-count-normal,power-cycle-count-raw,soft-read-error-rate-normal,soft-read-error-rate-raw,current-helium-level-normal,current-helium-level-raw,available-reserved-space-normal,available-reserved-space-raw,ssd-wear-leveling-count-normal,ssd-wear-leveling-count-raw,unexpected-power-loss-count-normal,unexpected-power-loss-count-raw,power-loss-protection-failure-normal,power-loss-protection-failure-raw,wear-range-delta-normal,wear-range-delta-raw,used-reserved-block-count-total-normal,used-reserved-block-count-total-raw,unused-reserved-block-count-total-normal,unused-reserved-block-count-total-raw,program-fail-count-total-normal,program-fail-count-total-raw,erase-fail-count-normal,erase-fail-count-raw,sata-downshift-error-count-normal,sata-downshift-error-count-raw,end-to-end-error-normal,end-to-end-error-raw,reported-uncorrectable-errors-normal,reported-uncorrectable-errors-raw,command-timeout-normal,command-timeout-raw,high-fly-writes-normal,high-fly-writes-raw,temperature-difference-normal,temperature-difference-raw,g-sense-error-rate-normal,g-sense-error-rate-raw,power-off-retract-count-normal,power-off-retract-count-raw,load-cycle-count-normal,load-cycle-count-raw,temperature-normal,temperature-raw,hardware-ecc-recovered-normal,hardware-ecc-recovered-raw,reallocation-event-count-normal,reallocation-event-count-raw,current-pending-sector-count-normal,current-pending-sector-count-raw,(offline)-uncorrectable-sector-count-normal,(offline)-uncorrectable-sector-count-raw,ultradma-crc-error-count-normal,ultradma-crc-error-count-raw,multi-zone-error-rate-normal,multi-zone-error-rate-raw,data-address-mark-errors-normal,data-address-mark-errors-raw,flying-height-normal,flying-height-raw,vibration-during-write-normal,vibration-during-write-raw,disk-shift-normal,disk-shift-raw,loaded-hours-normal,loaded-hours-raw,load/unload-retry-count-normal,load/unload-retry-count-raw,load-friction-normal,load-friction-raw,load/unload-cycle-count-normal,load/unload-cycle-count-raw,load-'in'-time-normal,load-'in'-time-raw,life-left-(ssds)-normal,life-left-(ssds)-raw,endurance-remaining-normal,endurance-remaining-raw,media-wearout-indicator-(ssds)-normal,media-wearout-indicator-(ssds)-raw,average-erase-count-and-maximum-erase-count-normal,average-erase-count-and-maximum-erase-count-raw,good-block-count-and-system(free)-block-count-normal,good-block-count-and-system(free)-block-count-raw,head-flying-hours-normal,head-flying-hours-raw,total-lbas-written-normal,total-lbas-written-raw,total-lbas-read-normal,total-lbas-read-raw,read-error-retry-rate-normal,read-error-retry-rate-raw,minimum-spares-remaining-normal,minimum-spares-remaining-raw,newly-added-bad-flash-block-normal,newly-added-bad-flash-block-raw,free-fall-protection-normal,free-fall-protection-raw
2021-06-19,ZA12C5LZ,ST8000DM002,8.00156E+12,1,53,149706720,,,84,0,100,23,97,14456,85,318327474,,,51,43028,100,0,,,100,23,,,,,,,,,,,,,,,,,,,,,,,,,100,0,1,107,100,0,100,0,65,35,80,40360,100,11,76,49462,35,35,18,149706720,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,42968,100,89001876104,100,3.25199E+11,,,,,,,,
2021-04-01,ZHZ661NN,ST12000NM0008,1.20001E+13,0,84,234362840,,,99,0,100,1,100,0,81,124234644,,,91,8253,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,74,26,,,100,0,100,1524,26,26,3,234362840,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7962,100,55070960776,100,1.24607E+11,,,,,,,,
2021-04-06,ZLW15TQQ,ST14000NM001G,1.4E+13,1,80,218776216,,,97,0,100,3,100,0,88,690451841,,,96,4102,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,67,33,,,100,0,100,1531,33,33,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3432,100,41902358536,100,78680522972,,,,,,,,
2021-06-04,Z304HNX6,ST4000DM000,4.00079E+12,1,114,71703184,,,91,0,100,13,100,0,88,707481089,,,45,48603,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,1,378,100,1,100,0,81,19,100,0,100,0,96,8966,19,19,,,,,59,6856,59,6856,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48538,100,59195980672,100,3.48957E+11,,,,,,,,
2021-06-03,57GGPD9OT,TOSHIBA MQ01ABF050,5.00108E+11,1,100,0,100,0,100,1806,100,14,100,0,100,0,100,0,26,29720,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,51,100,1,100,1570,100,27,,,100,0,100,168,100,0,200,0,,,,,,,,,100,0,26,29615,100,0,100,0,,,100,282,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,Z305JZTJ,ST4000DM000,4.00079E+12,0,120,239761144,,,96,0,100,4,100,0,85,370995822,,,50,44239,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,99,3779,27,27,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,44194,100,55041865760,100,2.77737E+11,,,,,,,,
2021-04-01,ZHZ2YE8N,ST12000NM0008,1.20001E+13,0,79,81128480,,,95,0,100,4,100,0,88,638593832,,,86,12534,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,71,29,,,100,154,100,624,29,29,2,81128480,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12447,100,67559897768,100,1.44436E+11,,,,,,,,
2021-04-01,70E0A0Z7F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7851,100,3,100,0,100,0,100,0,88,4835,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,2,100,11,100,27,,,100,0,100,0,100,0,200,0,,,,,,,,,100,236322818,88,4820,100,0,100,0,,,100,590,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-06-05,70X0A07ZF97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,100,0,100,7676,100,1,100,0,100,0,100,0,92,3527,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,151,100,27,,,100,0,100,1,100,1,200,0,,,,,,,,,100,1048578,92,3225,100,0,100,0,,,100,534,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-06-12,ZHZ50G6H,ST12000NM0008,1.20001E+13,1,83,218910960,,,90,0,100,10,100,0,89,739515368,,,86,12979,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,60,40,,,100,3,100,812,40,40,1,218910960,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12860,100,61958430088,100,1.69462E+11,,,,,,,,
2021-04-06,ZJV00L4T,ST12000NM0007,1.2E+13,1,79,73414888,,,89,0,100,27,85,59568,86,378851399,,,80,18055,100,0,,,100,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,178,100,0,,,57,43,,,100,277,100,817,43,43,79,73414888,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,17943,100,95577238528,100,1.86E+11,,,,,,,,
2021-04-01,2AGPKA6Y,HGST HUH721212ALN604,1.20001E+13,0,100,0,132,96,100,0,100,2,100,0,100,0,128,18,98,16266,100,0,,,100,2,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,720,100,720,206,29,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,ZA13YG9K,ST8000DM002,8.00156E+12,0,83,214088856,,,84,0,100,8,100,8,88,590932583,,,57,38019,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,69,31,55,91809,100,4,77,46526,31,31,1,214088856,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37972,100,83617211256,100,2.74566E+11,,,,,,,,
2021-06-28,Z7OVTDC3T,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,100,0,100,1484,100,12,100,0,100,0,100,0,38,25093,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,100,3,91,91705,100,31,,,100,0,100,0,100,0,200,3,,,,,,,,,100,0,39,24686,100,0,100,0,,,100,258,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,Z304L9K1,ST4000DM000,4.00079E+12,0,116,108016208,,,95,0,100,5,100,0,87,656353818,,,47,47070,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,94,6,100,0,100,0,75,25,100,0,100,0,98,5979,25,25,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47017,100,56071948104,100,3.42237E+11,,,,,,,,
2021-04-18,ZLW18TYE,ST14000NM001G,1.4E+13,1,81,123561880,,,99,0,100,1,100,0,89,791775115,,,95,5044,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,69,31,,,100,0,100,606,31,31,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4867,100,49530303760,100,86336000854,,,,,,,,
2021-04-01,ZCH0AYDR,ST12000NM0007,1.20001E+13,0,84,230251912,,,96,0,100,4,100,0,89,804702790,,,68,28221,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,80,20,,,100,477,100,1633,20,20,84,230251912,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,27981,100,68764828504,100,2.73019E+11,,,,,,,,
2021-04-05,ZLW17S8A,ST14000NM001G,1.4E+13,1,67,4871296,,,98,0,100,2,100,0,87,4798935360,,,97,3435,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,64,36,,,100,0,99,2267,36,36,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2990,100,42035124192,100,65880160780,,,,,,,,
2021-04-01,39D0A004F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7697,100,3,100,0,100,0,100,0,75,10203,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,67,100,0,100,86,100,33,,,100,0,100,0,100,0,200,0,,,,,,,,,100,1703937,75,10160,100,0,100,0,,,100,587,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,X1G8R3JL,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,138,92,82,362,100,1,100,0,100,0,133,18,100,2739,100,0,,,100,1,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,338,100,338,63,32,,,100,0,100,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,ZA10LSEL,ST8000DM002,8E+12,1,77,109456536,,,94,0,100,3,96,16016,89,808360546,,,52,42343,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,100,0,1,218,100,0,100,0,61,39,100,0,100,102,100,564,39,39,21,109456536,,,100,216,100,216,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,42321,100,86919108664,100,3.32E+11,,,,,,,,
2021-06-07,Z305GWE1,ST4000DM000,4.00079E+12,1,117,119975440,,,94,0,100,6,100,0,87,656052304,,,47,46489,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,1,98,4618,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46462,100,55780779776,100,3.64529E+11,,,,,,,,
2021-04-01,ZHZ668W0,ST12000NM0008,1.20001E+13,0,75,31327048,,,98,0,100,2,100,0,83,205654408,,,91,8599,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,75,25,,,100,0,100,460,25,25,1,31327048,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8526,100,55160500448,100,1.11131E+11,,,,,,,,
2021-04-01,Y8S0A078F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7886,100,4,100,0,100,0,100,0,70,12216,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,100,0,100,10,100,35,,,100,0,100,0,100,0,200,0,,,,,,,,,100,134217732,70,12212,100,0,100,0,,,100,588,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,PL1331LAH1K4BH,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,134,100,127,543,100,18,100,0,100,0,113,42,96,32964,100,0,,,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,253,100,253,240,25,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,70M0A03EFV8G,TOSHIBA MG08ACA16TEY,1.60009E+13,0,100,0,100,0,100,5935,100,15,100,0,100,0,100,0,91,3828,100,0,,,100,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12,100,200,100,44,,,100,0,,,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,54825072091,100,1.23389E+11,,,,,,,,
2021-04-07,Z302SZPC,ST4000DM000,4E+12,1,114,66386096,,,92,0,100,41,100,0,89,892654308,,,45,49045,100,0,,,100,42,,,,,,,,,,,,,,,,,,,,,,,55,45,100,0,85,15,100,0,100,0,74,26,100,0,100,24,93,15015,26,26,,,,,100,16,100,16,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48774,100,66053583400,100,2.6E+11,,,,,,,,
2021-04-30,176FT02OT,TOSHIBA MQ01ABF050M,5E+11,1,100,0,100,0,100,1462,100,7,100,0,100,0,100,0,16,33924,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,23,100,0,100,2014,100,30,,,100,0,100,0,100,0,200,0,,,,,,,,,100,0,16,33923,100,0,100,0,,,100,188,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-06-11,11J0A0EQF97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,100,0,100,7675,100,1,100,0,100,0,100,0,94,2500,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,99,100,25,,,100,0,100,0,100,0,200,0,,,,,,,,,100,35651585,95,2186,100,0,100,0,,,100,544,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,S300Z4RN,ST4000DM000,4.00079E+12,0,118,195953760,,,93,0,100,7,100,0,89,900334949,,,42,51457,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,79,42554,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,51277,100,68199354232,100,2.63436E+11,,,,,,,,
2021-04-16,S3019Z75,ST4000DM000,4E+12,1,119,208249432,,,94,0,100,6,100,0,87,592787376,,,50,44541,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,76,24,100,0,100,0,76,24,100,0,100,0,98,5065,24,24,,,,,100,96,100,96,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,44520,100,47456441376,100,3.17E+11,,,,,,,,
2021-04-01,ZA142SJD,ST8000DM002,8.00156E+12,0,83,206738120,,,90,0,100,5,100,0,96,4158349022,,,56,38767,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,69,31,93,14398,100,4,79,43536,31,31,1,206738120,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,38705,100,82862175512,100,2.68216E+11,,,,,,,,
2021-06-19,ZA180QA8,ST8000NM0055,8.00156E+12,1,76,40703528,,,89,0,100,10,100,472,88,627059423,,,62,33838,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,61,39,88,24851,100,12,74,52709,39,39,76,40703528,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,33786,100,71889964600,100,2.69182E+11,,,,,,,,
2021-06-16,ZHZ631J2,ST12000NM0008,1.20001E+13,1,75,28458080,,,98,0,100,2,100,24,87,457697627,,,88,10822,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,,,74,26,,,100,1,100,672,26,26,4,28458080,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10721,100,62746146232,100,1.46023E+11,,,,,,,,
2021-04-01,ZCH0D5SW,ST12000NM0007,1.20001E+13,0,83,205416080,,,89,0,100,12,100,0,86,365649971,,,72,25391,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,78,22,,,100,417,100,1561,22,22,83,205416080,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25123,100,55730610256,100,2.20598E+11,,,,,,,,
2021-06-28,ZHZ4WX1S,ST12000NM0008,1.20001E+13,1,70,10012280,,,97,0,100,3,100,0,87,496672821,,,85,13337,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,93,7,100,38656540700,,,74,26,,,100,1,96,9488,26,26,3,10012280,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,11409,100,64285019856,100,1.56184E+11,,,,,,,,
2021-04-01,7060A10YFV8G,TOSHIBA MG08ACA16TEY,1.60009E+13,0,100,0,100,0,100,6168,100,60,100,0,100,0,100,0,95,2329,100,0,,,100,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,59,100,83,100,29,,,100,0,,,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37724791774,100,1.09862E+11,,,,,,,,
2021-06-24,PL1331LAHBK8GH,HGST HMS5C4040BLE640,4.00079E+12,1,100,0,134,102,127,542,100,29,100,0,100,0,113,42,95,35128,100,0,,,100,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,289,100,289,250,24,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07,ZA181KDV,ST8000NM0055,8.00156E+12,1,67,180091128,,,89,0,100,13,91,37745,96,4294819256,,,61,34227,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,100,0,57,43,100,0,100,0,62,38,94,12960,100,33,81,39840,38,38,83,180091128,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,34170,100,72373350256,100,2.8587E+11,,,,,,,,
2021-04-01,Z304L9KG,ST4000DM000,4.00079E+12,0,114,64283168,,,94,0,100,6,100,0,89,813160651,,,46,48102,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,1,97,6473,24,24,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48015,100,60787714328,100,3.43923E+11,,,,,,,,
2021-06-10,ZL23XS81,ST16000NM001G,1.60009E+13,1,78,68623608,,,99,0,100,1,100,0,62,1584974,,,100,692,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,72,28,,,100,0,99,2884,28,28,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25,100,724656512,100,321405364,,,,,,,,
